id,salary,age,name,gender,company,email,productCode,occupation,smoker,term,premium,sumassured,paymentType,policyStatus
230,3808,26,Alyssa Nolan,female,FLEETMIX,alyssanolan@fleetmix.com,AAA,AC,Yes,26,198,130714,DD,0
231,3194,46,Holden Avila,male,GENMEX,holdenavila@genmex.com,BBB,AC,No,43,249,66777,DD,0
232,1389,24,Kirby Mcdowell,male,MACRONAUT,kirbymcdowell@macronaut.com,DDDD,AC,Yes,12,83,167238,Card,0
233,2346,40,Saundra Fuller,female,ANDERSHUN,saundrafuller@andershun.com,BBB,AC,No,56,264,36364,DD,1
234,2951,53,Thornton Terry,male,CIRCUM,thorntonterry@circum.com,AAA,AD,Yes,39,93,297460,Card,1
235,2695,44,Melba Ross,female,FREAKIN,melbaross@freakin.com,AAA,AB,No,44,43,208763,DD,0
236,2743,29,Simmons Lowe,male,EXIAND,simmonslowe@exiand.com,BBB,AB,Yes,18,164,220754,DD,0
237,1785,30,Young Sparks,male,CEPRENE,youngsparks@ceprene.com,AAA,AB,No,25,11,259718,Card,0
238,2775,52,Soto Powell,male,PLUTORQUE,sotopowell@plutorque.com,BBB,AD,No,39,234,80397,Card,0
239,3529,55,Guy Shaffer,male,GRONK,guyshaffer@gronk.com,DDDD,AA,Yes,14,118,226571,DD,1
240,2153,47,Medina Saunders,male,TUBESYS,medinasaunders@tubesys.com,AAA,AC,No,46,240,218152,DD,0
241,3243,20,Burke Cortez,male,PYRAMAX,burkecortez@pyramax.com,AAA,AB,No,38,110,244617,Card,1
242,1353,42,Debora Bird,female,ZYTREK,deborabird@zytrek.com,AAA,AD,No,33,267,198728,Card,0
243,3257,55,Eileen Foley,female,OPTICON,eileenfoley@opticon.com,AAA,AB,No,52,43,139314,DD,1
244,3693,41,Dyer Pugh,male,BLUEGRAIN,dyerpugh@bluegrain.com,CCC,AC,Yes,43,41,84230,DD,1
245,1770,30,Tania Higgins,female,ESCHOIR,taniahiggins@eschoir.com,CCC,AB,No,38,28,79154,Card,0
246,1681,33,Espinoza Palmer,male,UPDAT,espinozapalmer@updat.com,AAA,AB,Yes,56,256,225356,Card,0
247,3002,41,Hebert Holloway,male,ORBIXTAR,hebertholloway@orbixtar.com,BBB,AA,No,57,249,59299,Card,0
248,1838,32,Bush Gentry,male,ATOMICA,bushgentry@atomica.com,BBB,AD,Yes,38,77,54584,DD,1
249,2979,40,Marcella Huff,female,TRIBALOG,marcellahuff@tribalog.com,BBB,AA,No,16,164,58570,DD,1
250,1616,20,Mindy Crosby,female,PIVITOL,mindycrosby@pivitol.com,BBB,AB,No,25,63,94587,Card,1
251,3578,50,Powers Herman,male,MINGA,powersherman@minga.com,DDDD,AA,Yes,60,22,294091,Card,0
252,1234,60,Allyson Galloway,female,SKINSERVE,allysongalloway@skinserve.com,BBB,AB,No,7,237,36750,Card,1
253,3871,54,Sofia Wilkinson,female,ULTRASURE,sofiawilkinson@ultrasure.com,CCC,AB,No,18,230,19104,Card,1
254,2895,30,Mcconnell Franco,male,PRINTSPAN,mcconnellfranco@printspan.com,DDDD,AC,No,43,160,202395,Card,1
255,1111,51,Guerra Weiss,male,SENSATE,guerraweiss@sensate.com,BBB,AC,No,18,275,52383,DD,1
256,2166,54,Sanford Hester,male,ISOPOP,sanfordhester@isopop.com,AAA,AC,No,32,168,232324,Card,0
257,3965,47,Atkinson Mcleod,male,SUNCLIPSE,atkinsonmcleod@sunclipse.com,BBB,AA,No,27,24,88934,Card,0
258,2809,60,Odonnell Sargent,male,GEEKY,odonnellsargent@geeky.com,BBB,AD,No,18,172,216240,Card,1
259,3371,43,Lorie Cantrell,female,KROG,loriecantrell@krog.com,CCC,AB,Yes,48,173,120021,Card,1
260,1727,53,Mcguire Luna,male,XANIDE,mcguireluna@xanide.com,CCC,AB,Yes,40,203,235408,Card,0
261,2936,53,Fitzpatrick Austin,male,ZENSOR,fitzpatrickaustin@zensor.com,BBB,AA,No,39,157,215949,DD,0
262,1611,38,Dena Richard,female,NIQUENT,denarichard@niquent.com,BBB,AC,No,5,99,143478,Card,1
263,3382,48,Mayer Schmidt,male,PROTODYNE,mayerschmidt@protodyne.com,AAA,AB,Yes,37,86,185837,Card,1
264,1745,29,Santos Banks,male,CODACT,santosbanks@codact.com,DDDD,AC,Yes,21,62,270942,DD,1
265,2322,58,Felicia Cook,female,SCENTY,feliciacook@scenty.com,AAA,AC,Yes,29,134,31956,Card,1
266,1547,27,Spencer Williamson,male,CYCLONICA,spencerwilliamson@cyclonica.com,BBB,AB,No,47,211,113609,DD,0
267,2908,51,Meghan Salas,female,OMATOM,meghansalas@omatom.com,BBB,AC,No,43,78,142988,DD,0
268,3209,28,Salazar Noble,male,GALLAXIA,salazarnoble@gallaxia.com,BBB,AC,Yes,27,196,215924,DD,1
269,2788,51,William Fulton,male,SKYPLEX,williamfulton@skyplex.com,DDDD,AC,No,60,19,130754,Card,1
270,3360,24,Brigitte Carrillo,female,COMTEXT,brigittecarrillo@comtext.com,DDDD,AD,No,49,81,166212,DD,0
271,3251,34,Frances Finch,female,SENTIA,francesfinch@sentia.com,BBB,AD,Yes,47,119,258061,Card,1
272,3644,35,Angel Morris,female,EMTRAC,angelmorris@emtrac.com,DDDD,AA,Yes,49,287,44644,DD,1
273,3532,25,Noble Rowe,male,GEEKOLOGY,noblerowe@geekology.com,BBB,AB,Yes,6,107,239170,Card,1
274,1103,48,Branch Haley,male,CHORIZON,branchhaley@chorizon.com,CCC,AD,Yes,28,262,20123,Card,0
275,3565,38,Chang Gonzalez,male,LUNCHPOD,changgonzalez@lunchpod.com,DDDD,AC,Yes,16,72,152303,Card,1
276,2035,30,Lowery Church,male,FROSNEX,lowerychurch@frosnex.com,DDDD,AD,No,39,127,45186,Card,1
277,1575,60,Pollard Macdonald,male,INSURESYS,pollardmacdonald@insuresys.com,DDDD,AD,Yes,17,71,7391,DD,0
278,2189,47,Savage Hughes,male,WARETEL,savagehughes@waretel.com,CCC,AC,Yes,11,64,28505,Card,0
279,2259,59,Deann Chambers,female,EXOVENT,deannchambers@exovent.com,AAA,AB,Yes,59,179,111701,Card,1
280,1552,21,Nina Brennan,female,MEDMEX,ninabrennan@medmex.com,BBB,AD,No,17,262,201298,Card,0
281,3756,20,Burgess Bailey,male,ZILCH,burgessbailey@zilch.com,CCC,AD,Yes,26,65,295211,DD,0
282,1414,60,Small Mccarty,male,ZANILLA,smallmccarty@zanilla.com,AAA,AB,No,33,116,29442,Card,1
283,2148,29,Olson Castillo,male,DAISU,olsoncastillo@daisu.com,CCC,AC,No,59,255,288581,Card,1
284,1010,36,Velasquez Holden,male,VALREDA,velasquezholden@valreda.com,CCC,AC,No,23,138,61209,Card,1
285,1107,21,Malone Larson,male,MANUFACT,malonelarson@manufact.com,BBB,AA,Yes,34,129,73688,DD,0
286,2834,55,Evangeline Burke,female,PYRAMIS,evangelineburke@pyramis.com,CCC,AB,No,54,93,177556,Card,1
287,2303,40,Noemi Haney,female,SIGNIDYNE,noemihaney@signidyne.com,DDDD,AC,No,52,233,53618,DD,1
288,3911,59,Levy Ballard,male,FRENEX,levyballard@frenex.com,CCC,AB,Yes,41,282,105353,Card,1
289,2654,46,Blanca Stuart,female,COMTRAK,blancastuart@comtrak.com,BBB,AB,No,7,53,227444,DD,1
290,2140,58,Mathis Kelley,male,ZEPITOPE,mathiskelley@zepitope.com,AAA,AB,No,23,294,114164,Card,1
291,1123,43,Patrice Allison,female,CONCILITY,patriceallison@concility.com,BBB,AA,No,8,44,118239,Card,1
292,3784,25,Valdez Rivers,male,UNEEQ,valdezrivers@uneeq.com,AAA,AD,Yes,18,277,231278,DD,1
293,2790,55,Becky Kramer,female,TERRASYS,beckykramer@terrasys.com,DDDD,AB,No,11,236,200062,Card,1
294,1999,47,Minerva Sears,female,INFOTRIPS,minervasears@infotrips.com,AAA,AA,No,54,46,178350,Card,1
295,1317,35,Carter Snow,male,TERAPRENE,cartersnow@teraprene.com,DDDD,AC,No,49,107,226027,Card,0
296,3852,48,Bobbi Graves,female,PANZENT,bobbigraves@panzent.com,DDDD,AA,No,46,52,147734,DD,0
297,3068,56,Miles Wooten,male,WRAPTURE,mileswooten@wrapture.com,AAA,AB,No,12,127,247513,Card,1
298,2115,57,Tanya Morse,female,EMPIRICA,tanyamorse@empirica.com,AAA,AD,No,60,137,232648,Card,1
299,3515,28,Mercedes Beach,female,ORBALIX,mercedesbeach@orbalix.com,BBB,AA,No,27,194,235200,Card,1
300,3615,35,Cecile Warren,female,COMTRACT,cecilewarren@comtract.com,AAA,AB,No,40,244,116290,DD,0
301,1484,26,Aguilar Camacho,male,FARMEX,aguilarcamacho@farmex.com,CCC,AB,Yes,49,42,122432,DD,1
302,2986,41,Maryanne Rios,female,LEXICONDO,maryannerios@lexicondo.com,DDDD,AC,No,54,131,88844,DD,0
303,3378,48,Lindsey Hopkins,male,BEDLAM,lindseyhopkins@bedlam.com,DDDD,AC,Yes,52,233,161937,DD,0
304,1898,34,Terra Meadows,female,OPTIQUE,terrameadows@optique.com,AAA,AB,No,37,47,24149,DD,1
305,2903,38,Livingston Shannon,male,EXOTERIC,livingstonshannon@exoteric.com,CCC,AC,No,22,234,155012,DD,0
306,1492,32,Blevins Rose,male,STEELFAB,blevinsrose@steelfab.com,BBB,AA,Yes,39,265,242776,DD,0
307,1302,43,Lindsay Hernandez,male,ECSTASIA,lindsayhernandez@ecstasia.com,AAA,AC,No,54,202,278514,Card,1
308,1678,49,Osborn Mccormick,male,GEEKUS,osbornmccormick@geekus.com,CCC,AC,No,43,124,128319,DD,0
309,3591,48,Garrett Watts,male,EQUITAX,garrettwatts@equitax.com,BBB,AD,No,12,110,144673,DD,1
310,3732,32,Ana Barton,female,ZAJ,anabarton@zaj.com,DDDD,AC,No,47,154,153772,Card,0
311,1495,20,Antonia Levine,female,IZZBY,antonialevine@izzby.com,AAA,AC,No,21,282,68234,DD,1
312,2004,39,Alison Robbins,female,ECRAZE,alisonrobbins@ecraze.com,BBB,AA,No,31,36,276059,DD,1
313,1047,40,Shields Spencer,male,GENMY,shieldsspencer@genmy.com,BBB,AD,No,58,236,5256,DD,1
314,2347,36,Harriett Fowler,female,COMSTAR,harriettfowler@comstar.com,BBB,AA,No,15,117,281118,Card,1
315,3710,45,Catalina West,female,VISALIA,catalinawest@visalia.com,BBB,AB,Yes,23,146,171654,Card,0
316,1424,58,Olsen Moses,male,HYPLEX,olsenmoses@hyplex.com,DDDD,AB,No,49,133,169229,Card,0
317,1870,40,Richardson Hammond,male,COMBOGEN,richardsonhammond@combogen.com,DDDD,AA,Yes,5,171,299104,Card,1
318,2990,31,Susanne Parsons,female,RENOVIZE,susanneparsons@renovize.com,BBB,AB,No,48,145,45726,Card,1
319,2344,26,Gregory Travis,male,ZEDALIS,gregorytravis@zedalis.com,DDDD,AD,Yes,40,256,117157,Card,0
320,3905,22,Marsh Ayers,male,EMOLTRA,marshayers@emoltra.com,CCC,AD,No,29,63,70926,DD,0
321,3905,22,Marylou Cote,female,EXOSTREAM,maryloucote@exostream.com,DDDD,AC,Yes,13,179,126215,DD,0
322,1650,23,Grant Chang,male,ORBEAN,grantchang@orbean.com,BBB,AA,Yes,42,46,276068,Card,1
323,3996,30,Helene Lloyd,female,OLYMPIX,helenelloyd@olympix.com,CCC,AC,Yes,47,195,79923,DD,0
324,1334,57,Roxie Greene,female,CEMENTION,roxiegreene@cemention.com,BBB,AC,Yes,57,80,226357,Card,0
325,2461,35,Tara Oliver,female,ZYPLE,taraoliver@zyple.com,BBB,AC,Yes,47,266,206920,DD,1
326,1842,49,Liz Woodward,female,MAGNEATO,lizwoodward@magneato.com,BBB,AC,Yes,49,146,170209,Card,0
327,1477,20,Ferguson Combs,male,FURNIGEER,fergusoncombs@furnigeer.com,DDDD,AD,Yes,18,269,268762,DD,1
328,1071,38,Arnold Castaneda,male,ZILPHUR,arnoldcastaneda@zilphur.com,DDDD,AB,Yes,23,211,133624,Card,0
329,3990,37,Christi Byrd,female,TALKOLA,christibyrd@talkola.com,AAA,AA,Yes,8,278,180422,Card,0
330,2761,46,Whitney Christian,female,PLASMOS,whitneychristian@plasmos.com,BBB,AC,No,28,57,233047,Card,1
331,3582,23,Kelly Barber,female,TELEQUIET,kellybarber@telequiet.com,CCC,AA,No,23,33,52213,DD,0
332,2553,52,Navarro Pittman,male,MIXERS,navarropittman@mixers.com,BBB,AB,Yes,59,141,113312,Card,0
333,3664,57,Davidson Freeman,male,TALKALOT,davidsonfreeman@talkalot.com,AAA,AB,Yes,23,228,73091,DD,0
334,1765,58,Avis Garner,female,SOFTMICRO,avisgarner@softmicro.com,DDDD,AA,Yes,12,140,85480,Card,0
335,1543,23,Walton Anderson,male,LIMAGE,waltonanderson@limage.com,AAA,AD,Yes,17,287,50692,Card,0
336,1349,27,Tabatha Macias,female,VISUALIX,tabathamacias@visualix.com,DDDD,AB,No,37,55,176710,Card,1
337,3418,33,Paula Dyer,female,PLASMOSIS,pauladyer@plasmosis.com,DDDD,AB,Yes,34,296,204308,Card,1
338,3044,34,Bennett Morrow,male,COLAIRE,bennettmorrow@colaire.com,DDDD,AD,No,24,28,227548,DD,0
339,3482,52,Dominguez Estes,male,ACCUPHARM,dominguezestes@accupharm.com,CCC,AC,No,9,50,146384,DD,0
340,2061,24,Peck Barry,male,ENERSOL,peckbarry@enersol.com,CCC,AA,No,34,117,155382,Card,1
341,1230,40,Pansy Zamora,female,ECLIPSENT,pansyzamora@eclipsent.com,AAA,AC,No,20,247,186431,DD,1
342,2941,20,Delores Cotton,female,GORGANIC,delorescotton@gorganic.com,DDDD,AC,No,24,114,114342,Card,0
343,3163,57,Cantrell Reid,male,ENDIPIN,cantrellreid@endipin.com,BBB,AC,No,15,133,29874,DD,0
344,2581,56,Bradley Norton,male,REPETWIRE,bradleynorton@repetwire.com,CCC,AA,No,18,270,241866,DD,1
345,2592,43,Heidi Orr,female,RUGSTARS,heidiorr@rugstars.com,AAA,AA,Yes,31,53,174864,Card,1
346,2492,30,Kirk Skinner,male,AUTOGRATE,kirkskinner@autograte.com,CCC,AD,No,38,130,184192,DD,1
347,3944,60,Cynthia Jimenez,female,NETAGY,cynthiajimenez@netagy.com,DDDD,AB,Yes,59,187,156599,Card,1
348,2312,40,Bessie Dickerson,female,PERKLE,bessiedickerson@perkle.com,BBB,AC,Yes,29,139,140777,Card,0
349,2957,46,Isabel Perkins,female,PLASMOX,isabelperkins@plasmox.com,DDDD,AA,No,42,254,73728,Card,0
350,2645,48,Laurel Guy,female,ZILLACOM,laurelguy@zillacom.com,AAA,AB,No,49,38,204878,Card,1
351,3166,37,Roberta Morales,female,QIMONK,robertamorales@qimonk.com,DDDD,AD,No,39,224,208807,DD,0
352,2857,45,Marcie Randolph,female,XIXAN,marcierandolph@xixan.com,AAA,AC,No,29,296,193423,DD,0
353,3074,25,Lea Mcgowan,female,GONKLE,leamcgowan@gonkle.com,BBB,AA,No,6,132,146408,Card,1
354,2505,28,Melissa Collins,female,ZILLACTIC,melissacollins@zillactic.com,BBB,AB,No,22,180,78579,Card,1
355,1340,56,Joni Tillman,female,UNI,jonitillman@uni.com,AAA,AA,Yes,43,132,253556,Card,0
356,1952,22,Ray Bean,male,MYOPIUM,raybean@myopium.com,AAA,AC,No,6,91,200005,Card,1
357,3102,27,Susana Waller,female,DANCERITY,susanawaller@dancerity.com,CCC,AD,No,24,83,150209,Card,0
358,2442,51,Kari Mosley,female,BEZAL,karimosley@bezal.com,AAA,AD,No,53,202,197112,DD,0
359,1912,37,Harrell Mcpherson,male,INDEXIA,harrellmcpherson@indexia.com,CCC,AA,Yes,55,299,62271,DD,0
360,2952,30,Robin Haynes,female,RADIANTIX,robinhaynes@radiantix.com,AAA,AB,Yes,30,152,67589,Card,0
361,1448,59,Sallie Ayala,female,MENBRAIN,sallieayala@menbrain.com,DDDD,AA,No,39,19,113539,Card,1
362,3600,29,Maxwell Harris,male,MEDIOT,maxwellharris@mediot.com,BBB,AC,Yes,5,183,174181,Card,1
363,1938,44,Bettie Holmes,female,KRAG,bettieholmes@krag.com,DDDD,AC,No,31,218,159416,Card,0
364,3045,29,Wright Campbell,male,BOVIS,wrightcampbell@bovis.com,AAA,AD,Yes,45,212,184404,DD,1
365,3343,37,Connie Raymond,female,KIGGLE,connieraymond@kiggle.com,BBB,AD,Yes,47,57,36897,DD,1
366,2772,43,Winifred Vincent,female,KIOSK,winifredvincent@kiosk.com,CCC,AB,No,12,86,91463,DD,0
367,3705,38,Leonor Bowen,female,PARAGONIA,leonorbowen@paragonia.com,BBB,AA,No,46,250,201549,Card,0
368,3737,52,Bond Bruce,male,ANIMALIA,bondbruce@animalia.com,AAA,AC,Yes,31,120,57461,DD,0
369,2447,32,Dorothy Sexton,female,AFFLUEX,dorothysexton@affluex.com,AAA,AD,No,32,86,293270,Card,0
370,1170,27,Kline Lopez,male,ECOLIGHT,klinelopez@ecolight.com,DDDD,AB,Yes,44,99,164980,Card,0
371,3472,46,Melinda Boone,female,ASSISTIA,melindaboone@assistia.com,BBB,AD,No,31,113,177920,Card,1
372,2100,46,Murphy Lamb,male,FIBRODYNE,murphylamb@fibrodyne.com,DDDD,AD,Yes,57,216,74407,Card,0
373,1238,20,Ophelia Grimes,female,HANDSHAKE,opheliagrimes@handshake.com,BBB,AC,Yes,20,37,281968,DD,1
374,3488,35,Juana Webb,female,SKYBOLD,juanawebb@skybold.com,BBB,AD,No,43,300,215521,DD,1
375,1238,21,Mays Little,male,FUELTON,mayslittle@fuelton.com,BBB,AD,Yes,18,33,220600,DD,0
376,1473,41,Curtis Flores,male,PHORMULA,curtisflores@phormula.com,BBB,AB,Yes,50,63,197684,Card,1
377,2427,30,Whitley Burt,male,ELEMANTRA,whitleyburt@elemantra.com,CCC,AC,No,53,18,49007,DD,1
378,2294,37,Lana Peters,female,HALAP,lanapeters@halap.com,AAA,AA,No,54,206,272545,DD,0
379,1958,39,Brock Hogan,male,ISONUS,brockhogan@isonus.com,DDDD,AA,Yes,17,79,285293,DD,1
380,3683,43,Clare Oconnor,female,VERBUS,clareoconnor@verbus.com,AAA,AA,Yes,49,270,158785,DD,0
381,1342,59,Wise Rojas,male,COMVEYOR,wiserojas@comveyor.com,DDDD,AC,No,25,230,70611,Card,1
382,3330,20,House Jefferson,male,DIGIAL,housejefferson@digial.com,DDDD,AB,Yes,42,223,182747,Card,0
383,1570,55,Mara Rich,female,GLEAMINK,mararich@gleamink.com,AAA,AD,No,44,296,62672,DD,0
384,3828,27,Curry Hunter,male,VIOCULAR,curryhunter@viocular.com,DDDD,AA,Yes,40,102,239613,DD,1
385,1464,50,Lina Hurley,female,ILLUMITY,linahurley@illumity.com,BBB,AB,Yes,47,226,95456,Card,1
386,1734,26,Weiss Martin,male,EVENTAGE,weissmartin@eventage.com,DDDD,AA,No,55,183,9168,DD,0
387,2999,44,Duke Atkinson,male,SUPPORTAL,dukeatkinson@supportal.com,BBB,AD,No,40,200,69968,Card,1
388,1998,33,Irwin Horne,male,COMCUBINE,irwinhorne@comcubine.com,DDDD,AD,No,15,58,44672,Card,0
389,3547,42,Glass Pacheco,male,PETIGEMS,glasspacheco@petigems.com,AAA,AB,No,25,214,10689,Card,0
390,1282,26,Mavis Hayes,female,CONFRENZY,mavishayes@confrenzy.com,AAA,AD,No,26,16,151528,DD,1
391,2422,22,Carmen Quinn,female,KIDSTOCK,carmenquinn@kidstock.com,AAA,AA,Yes,57,267,101807,DD,1
392,1166,49,Phillips Harrell,male,MOTOVATE,phillipsharrell@motovate.com,DDDD,AC,Yes,39,280,144415,Card,0
393,1757,58,Cox Thornton,male,PROGENEX,coxthornton@progenex.com,CCC,AA,No,16,190,165169,DD,0
394,3080,53,Bradshaw Cole,male,EVIDENDS,bradshawcole@evidends.com,AAA,AA,No,38,94,153542,Card,1
395,3281,51,Alma Pierce,female,RONELON,almapierce@ronelon.com,CCC,AA,No,35,144,191208,DD,1
396,2049,44,Carpenter Melendez,male,ORBIFLEX,carpentermelendez@orbiflex.com,CCC,AA,No,46,31,134780,DD,1
397,3108,29,Howe Poole,male,ZOMBOID,howepoole@zomboid.com,AAA,AD,Yes,47,244,261434,DD,0
398,3884,40,Beach Stevenson,male,QUAILCOM,beachstevenson@quailcom.com,DDDD,AA,No,38,217,194936,DD,0
399,1681,37,Juarez Knox,male,ZORK,juarezknox@zork.com,BBB,AD,No,50,79,130429,Card,0
400,2657,45,Jarvis Dunlap,male,AMTAS,jarvisdunlap@amtas.com,AAA,AA,Yes,22,87,170228,DD,1
401,3205,35,Esther Valentine,female,EWEVILLE,esthervalentine@eweville.com,CCC,AA,No,54,229,42689,Card,0
402,2964,32,Parsons Garza,male,TELEPARK,parsonsgarza@telepark.com,CCC,AC,No,47,99,144637,Card,0
403,2099,21,Trujillo Dale,male,XERONK,trujillodale@xeronk.com,BBB,AD,Yes,31,87,111611,DD,1
404,3993,46,Lawrence Watson,male,PREMIANT,lawrencewatson@premiant.com,BBB,AA,Yes,6,284,125520,Card,1
405,2225,39,Castillo Sandoval,male,VALPREAL,castillosandoval@valpreal.com,DDDD,AD,No,5,98,73661,DD,0
406,1052,54,Guerrero Greer,male,EARGO,guerrerogreer@eargo.com,DDDD,AC,Yes,54,242,260756,Card,1
407,1712,48,Harrison Vaughan,male,ACIUM,harrisonvaughan@acium.com,BBB,AC,Yes,24,63,247222,Card,0
408,3021,28,Vicky Cervantes,female,KOG,vickycervantes@kog.com,AAA,AB,No,33,275,156326,DD,1
409,1691,58,Wheeler Alston,male,ZAPPIX,wheeleralston@zappix.com,AAA,AD,No,56,153,103683,DD,0
410,2367,46,Sutton Paul,male,MAZUDA,suttonpaul@mazuda.com,BBB,AD,Yes,36,183,187476,DD,0
411,2265,40,Terry Moreno,female,BOSTONIC,terrymoreno@bostonic.com,CCC,AB,Yes,19,172,210333,Card,1
412,3709,32,Beck Slater,male,XPLOR,beckslater@xplor.com,AAA,AD,Yes,22,257,132193,Card,1
413,2944,33,Skinner Stewart,male,LOCAZONE,skinnerstewart@locazone.com,CCC,AC,Yes,24,149,276446,Card,0
414,2169,39,Selena Kidd,female,ENTROFLEX,selenakidd@entroflex.com,BBB,AA,Yes,12,260,117106,DD,0
415,2521,51,Holder Carter,male,MAGNEMO,holdercarter@magnemo.com,AAA,AA,Yes,42,186,126958,Card,1
416,1513,43,Nanette Hubbard,female,NURALI,nanettehubbard@nurali.com,DDDD,AD,Yes,22,77,50146,Card,0
417,1284,24,Matilda Gordon,female,GEEKKO,matildagordon@geekko.com,CCC,AB,Yes,36,171,162863,Card,0
418,2980,33,Henson Lancaster,male,BLUPLANET,hensonlancaster@bluplanet.com,AAA,AD,No,9,144,284772,Card,1
419,1400,29,Blair Everett,male,MAXEMIA,blaireverett@maxemia.com,CCC,AC,Yes,15,120,32908,DD,1
420,1041,30,Shelby Wagner,female,TWIIST,shelbywagner@twiist.com,CCC,AA,Yes,34,221,34050,Card,0
421,3216,59,Mcclain Briggs,male,ELPRO,mcclainbriggs@elpro.com,DDDD,AA,Yes,52,144,254312,DD,0
422,3505,50,Leanna Burgess,female,DIGINETIC,leannaburgess@diginetic.com,DDDD,AC,No,53,206,123161,Card,0
423,1053,38,Rocha Kirby,male,GEEKULAR,rochakirby@geekular.com,BBB,AD,Yes,47,289,254371,Card,1
424,3283,36,Janet Clarke,female,COMVENE,janetclarke@comvene.com,CCC,AA,No,22,265,208929,DD,1
425,1770,21,Ora Fry,female,EARTHWAX,orafry@earthwax.com,AAA,AD,Yes,43,180,210575,DD,0
426,2565,33,Rachelle Sherman,female,INSURITY,rachellesherman@insurity.com,BBB,AC,No,31,238,271305,Card,0
427,3808,55,Webb Hayden,male,GLUID,webbhayden@gluid.com,DDDD,AA,No,19,278,253673,DD,1
428,1719,38,Estella Stanley,female,SUSTENZA,estellastanley@sustenza.com,CCC,AB,No,11,63,17840,DD,1
429,2005,45,Rita Adkins,female,HARMONEY,ritaadkins@harmoney.com,DDDD,AC,No,54,194,165226,Card,1
430,2144,23,Meredith Dudley,female,ACCRUEX,meredithdudley@accruex.com,AAA,AD,Yes,8,128,256122,Card,1
431,3525,47,Woodward Salazar,male,MELBACOR,woodwardsalazar@melbacor.com,CCC,AD,No,11,257,62675,Card,0
432,2862,38,Roberts Reyes,male,OCTOCORE,robertsreyes@octocore.com,CCC,AB,No,6,171,135564,Card,1
433,1779,39,Finch Pope,male,COGENTRY,finchpope@cogentry.com,CCC,AC,Yes,44,277,150199,Card,1
434,3234,32,Kris Serrano,female,PURIA,krisserrano@puria.com,AAA,AA,No,51,42,189340,Card,0
435,2858,35,Gould Bond,male,TERSANKI,gouldbond@tersanki.com,AAA,AC,Yes,35,201,241042,DD,0
436,1002,30,Coleman Hill,male,ECRATER,colemanhill@ecrater.com,CCC,AD,Yes,13,232,10013,Card,1
437,3818,21,Merritt Walton,male,XELEGYL,merrittwalton@xelegyl.com,CCC,AA,Yes,7,203,23055,DD,0
438,1335,44,Kristina Maxwell,female,EXOSIS,kristinamaxwell@exosis.com,CCC,AB,Yes,32,44,202077,DD,0
439,2915,49,Callie Mccarthy,female,VERAQ,calliemccarthy@veraq.com,AAA,AA,Yes,49,116,290341,DD,0
440,2397,23,Vincent Bryant,male,ACCUSAGE,vincentbryant@accusage.com,DDDD,AD,Yes,44,228,296665,Card,0
441,3839,30,Shelton Barron,male,RETRACK,sheltonbarron@retrack.com,DDDD,AA,Yes,10,263,281581,Card,1
442,2914,55,Georgia Gilmore,female,GINK,georgiagilmore@gink.com,BBB,AD,Yes,36,124,121902,Card,0
443,1701,53,Lowe Patrick,male,INTRADISK,lowepatrick@intradisk.com,AAA,AA,No,30,48,125965,Card,1
444,1341,51,Felecia Mckinney,female,ESCENTA,feleciamckinney@escenta.com,DDDD,AB,No,12,201,279389,DD,0
445,3017,60,Janine Hess,female,KEEG,janinehess@keeg.com,BBB,AA,Yes,20,191,16271,DD,0
446,3227,52,Elsa Sanford,female,ZERBINA,elsasanford@zerbina.com,AAA,AA,Yes,31,23,123710,DD,1
447,2232,56,Farrell Johns,male,HOUSEDOWN,farrelljohns@housedown.com,AAA,AD,No,33,121,286973,Card,1
448,3547,26,Cassandra Morton,female,ISBOL,cassandramorton@isbol.com,AAA,AD,Yes,42,298,248053,Card,0
449,3999,32,Humphrey Meyer,male,TERRAGO,humphreymeyer@terrago.com,DDDD,AB,Yes,14,158,96266,Card,0
450,3033,35,Marina Guerrero,female,KAGE,marinaguerrero@kage.com,DDDD,AA,No,7,269,115787,DD,1
451,1314,30,Franco Duffy,male,PROFLEX,francoduffy@proflex.com,BBB,AC,Yes,27,34,6049,Card,0
452,3690,39,Bianca Rodgers,female,OBONES,biancarodgers@obones.com,DDDD,AC,Yes,32,69,48849,DD,0
453,1921,22,Madden Roman,male,ORBOID,maddenroman@orboid.com,DDDD,AB,No,18,189,107976,Card,0
454,3958,25,Madeline Puckett,female,TRANSLINK,madelinepuckett@translink.com,AAA,AA,No,54,287,294229,Card,1
455,1819,41,Jennings Vang,male,PLEXIA,jenningsvang@plexia.com,BBB,AD,Yes,7,130,198486,DD,0
456,1530,33,Barnett Nixon,male,QUALITEX,barnettnixon@qualitex.com,DDDD,AD,Yes,10,272,169521,DD,1
457,3707,37,Stephanie Brady,female,VIRVA,stephaniebrady@virva.com,BBB,AD,Yes,5,132,150243,Card,0
458,2017,36,Head Moore,male,IMPERIUM,headmoore@imperium.com,BBB,AB,Yes,38,251,194768,DD,1
459,3223,32,Allison Kerr,female,KATAKANA,allisonkerr@katakana.com,CCC,AC,Yes,42,262,96761,DD,0
460,3826,44,Padilla Potter,male,TALENDULA,padillapotter@talendula.com,DDDD,AA,No,10,229,218148,DD,1
461,3465,60,Myers Case,male,NIMON,myerscase@nimon.com,CCC,AA,No,34,287,61415,DD,1
